web-scraper-order,web-scraper-start-url,types_habits,prix,adresse,image_lien-src
"1752096583-1","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Baskets","15 000CFA","Sénégal",""
"1752096583-2","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Baskets","15 000CFA","","https://images.coinafrique.com/thumb_894226_uploaded_image1_1567186853.35.png"
"1752096583-3","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","8 000CFA","Sénégal",""
"1752096583-4","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","8 000CFA","","https://images.coinafrique.com/thumb_894185_uploaded_image1_1567186147.73.png"
"1752096583-5","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures","Prix sur demande","Dakar, Sénégal",""
"1752096583-6","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures","Prix sur demande","","https://images.coinafrique.com/thumb_892623_uploaded_image1_1567161532.45.png"
"1752096583-7","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-8","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_892617_uploaded_image1_1567161496.62.png"
"1752096583-9","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-10","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_892611_uploaded_image1_1567161455.24.png"
"1752096583-11","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-12","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_892593_uploaded_image1_1567161453.51.png"
"1752096583-13","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures pour enfant","13 000CFA","Sénégal",""
"1752096583-14","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures pour enfant","13 000CFA","","https://images.coinafrique.com/thumb_884530_uploaded_image1_1566983419.29.png"
"1752096583-15","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Cambérène, Dakar, Sénégal",""
"1752096583-16","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","","https://images.coinafrique.com/thumb_878809_uploaded_image1_1566841399.24.png"
"1752096583-17","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","Sénégal",""
"1752096583-18","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","7 500CFA","","https://images.coinafrique.com/thumb_878800_uploaded_image1_1566841283.51.png"
"1752096583-19","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Ensemble talon","15 000CFA","Cambérène, Dakar, Sénégal",""
"1752096583-20","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Ensemble talon","15 000CFA","","https://images.coinafrique.com/thumb_861833_uploaded_image1_1566391948.31.png"
"1752096583-21","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","6 000CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-22","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","6 000CFA","","https://images.coinafrique.com/thumb_854221_uploaded_image1_1566227990.03.png"
"1752096583-23","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 500CFA","Cambérène, Dakar, Sénégal",""
"1752096583-24","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 500CFA","","https://images.coinafrique.com/thumb_848875_uploaded_image1_1566050610.48.png"
"1752096583-25","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Mocassins Enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-26","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Mocassins Enfant","Prix sur demande","","https://images.coinafrique.com/thumb_838292_uploaded_image1_1565733704.96.png"
"1752096583-27","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-28","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures Enfant","8 000CFA","","https://images.coinafrique.com/thumb_838285_uploaded_image1_1565733521.41.png"
"1752096583-29","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-30","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","","https://images.coinafrique.com/thumb_825843_uploaded_image1_1565308869.98.png"
"1752096583-31","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-32","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","8 000CFA","","https://images.coinafrique.com/thumb_824543_uploaded_image1_1565279780.97.png"
"1752096583-33","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-34","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813318_uploaded_image1_1565013222.75.png"
"1752096583-35","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-36","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813303_uploaded_image1_1565013123.95.png"
"1752096583-37","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-38","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813299_uploaded_image1_1565012935.88.png"
"1752096583-39","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-40","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813287_uploaded_image1_1565012771.79.png"
"1752096583-41","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-42","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813282_uploaded_image1_1565012680.37.png"
"1752096583-43","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-44","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813272_uploaded_image1_1565012560.04.png"
"1752096583-45","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-46","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813239_uploaded_image1_1565012155.7.png"
"1752096583-47","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-48","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813230_uploaded_image1_1565011989.51.png"
"1752096583-49","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-50","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813228_uploaded_image1_1565011936.11.png"
"1752096583-51","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-52","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813226_uploaded_image1_1565011851.3.png"
"1752096583-53","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-54","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813222_uploaded_image1_1565011799.02.png"
"1752096583-55","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-56","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813213_uploaded_image1_1565011607.36.png"
"1752096583-57","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-58","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813210_uploaded_image1_1565011527.31.png"
"1752096583-59","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-60","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813206_uploaded_image1_1565011464.28.png"
"1752096583-61","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-62","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813203_uploaded_image1_1565011424.68.png"
"1752096583-63","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Dakar, Sénégal",""
"1752096583-64","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_813196_uploaded_image1_1565011238.23.png"
"1752096583-65","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Dakar, Sénégal",""
"1752096583-66","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","","https://images.coinafrique.com/thumb_811210_uploaded_image1_1564948595.79.png"
"1752096583-67","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons rasés","Prix sur demande","Sénégal",""
"1752096583-68","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons rasés","Prix sur demande","","https://images.coinafrique.com/thumb_801336_uploaded_image1_1564654599.57.png"
"1752096583-69","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures talons fillette","Prix sur demande","Sénégal",""
"1752096583-70","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures talons fillette","Prix sur demande","","https://images.coinafrique.com/thumb_801329_uploaded_image1_1564654543.94.png"
"1752096583-71","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons fillette","Prix sur demande","Sénégal",""
"1752096583-72","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Talons fillette","Prix sur demande","","https://images.coinafrique.com/thumb_801320_uploaded_image1_1564654471.2.png"
"1752096583-73","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Biscuiterie, Dakar, Sénégal",""
"1752096583-74","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_799556_uploaded_image1_1564591363.49.png"
"1752096583-75","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Petit-Mbao, Dakar, Sénégal",""
"1752096583-76","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_799181_uploaded_image1_1564584908.27.png"
"1752096583-77","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","Prix sur demande","Les Parcelles Assainies, Dakar, Sénégal",""
"1752096583-78","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures mocassins enfant","Prix sur demande","","https://images.coinafrique.com/thumb_797188_uploaded_image1_1564528106.05.png"
"1752096583-79","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal",""
"1752096583-80","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","","https://images.coinafrique.com/thumb_796883_uploaded_image1_1564515565.66.png"
"1752096583-81","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","Fann, Dakar, Sénégal",""
"1752096583-82","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfants","Prix sur demande","","https://images.coinafrique.com/thumb_796881_uploaded_image1_1564515527.51.png"
"1752096583-83","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Fann, Dakar, Sénégal",""
"1752096583-84","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_796879_uploaded_image1_1564515493.31.png"
"1752096583-85","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","4 000CFA","Sénégal",""
"1752096583-86","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","4 000CFA","","https://images.coinafrique.com/thumb_792468_uploaded_image1_1564410485.85.png"
"1752096583-87","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal",""
"1752096583-88","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_792099_uploaded_image1_1564403460.51.png"
"1752096583-89","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal",""
"1752096583-90","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_792044_uploaded_image1_1564402826.19.png"
"1752096583-91","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal",""
"1752096583-92","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_792041_uploaded_image1_1564402795.9.png"
"1752096583-93","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Point E, Dakar, Sénégal",""
"1752096583-94","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_792038_uploaded_image1_1564402766.76.png"
"1752096583-95","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","Prix sur demande","Sénégal",""
"1752096583-96","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Claquettes  enfants","Prix sur demande","","https://images.coinafrique.com/thumb_781661_uploaded_image1_1564075024.17.png"
"1752096583-97","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal",""
"1752096583-98","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_750022_uploaded_image1_1563279678.59.png"
"1752096583-99","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","Guédiawaye, Dakar, Sénégal",""
"1752096583-100","https://sn.coinafrique.com/categorie/chaussures-enfants?page=8","Chaussures enfant","Prix sur demande","","https://images.coinafrique.com/thumb_750016_uploaded_image1_1563279645.35.png"
